sample_id,prediction_date,regime_bucket,research_scope,independent_news_source_count,fundamental_ticker_coverage,fundamental_coverage_state,event_evidence_ready,fundamental_evidence_ready,eligible_for_full_kg_backtest,kg_backtest_state,future_return_1d,future_return_5d,future_return_20d,future_max_drawdown_20d
HIST-20120131,2012-01-31,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.008095885422226168,0.026433477957843232,0.0641009468043996,0.008095885422226168
HIST-20120217,2012-02-17,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0028377531956129687,0.009774475663867799,0.05791734639538215,-0.0017341635947660805
HIST-20120322,2012-03-22,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0005971066590459984,0.010450847069436442,-0.0194087343778494,-0.022842612636453152
HIST-20120323,2012-03-23,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.017478187851487137,0.009112476351211818,-0.027785977477123858,-0.027785977477123858
HIST-20120329,2012-03-29,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0019208440501676805,0.0005909309302651877,-0.006501004697251123,-0.04358733552709115
HIST-20120502,2012-05-02,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.010587607251810849,-0.040859121635067,-0.07456009647238138,-0.0932001848848234
HIST-20120503,2012-05-03,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.024868032210193514,-0.03255434003173607,-0.0895250849108179,-0.0895250849108179
HIST-20120516,2012-05-16,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.021131055991759906,-0.006037444569074291,-0.009214682826253484,-0.040196746134272154
HIST-20120521,2012-05-21,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0011198653181931917,0.005598912745689688,0.030037441961648703,-0.03359471800996705
HIST-20120522,2012-05-22,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0019215662878222517,-0.0017617119700018558,0.03199489350042706,-0.03251126092533485
HIST-20120524,2012-05-24,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0012871605698471233,-0.027996748313558806,0.02165078447143509,-0.027996748313558806
HIST-20120525,2012-05-25,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.012727457120390806,-0.019332986943704222,0.003267199773272278,-0.02674401158089823
HIST-20120606,2012-06-06,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.003998968034944483,-0.006238064628294349,0.04093440697973616,-0.011356167180821664
HIST-20120611,2012-06-11,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.012133452280131074,0.030999759274338068,0.027594861849907337,0.005176892205894568
HIST-20120612,2012-06-12,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.006873164856437408,0.02921453443350286,0.009668248222369336,-0.006873164856437408
HIST-20120614,2012-06-14,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.012424202553441344,0.007601955918611791,0.018692445605568153,-0.001398566296695547
HIST-20120626,2012-06-26,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0060778248358415166,0.037907864265260605,0.0003195994335418728,-0.0051184760948568275
HIST-20120629,2012-06-29,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002961369048373408,-0.002493720944218736,0.010286716225967885,-0.026963751606513764
HIST-20120705,2012-07-05,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.012474774845203984,-0.03850289451612088,-0.008470616918178409,-0.03850289451612088
HIST-20120706,2012-07-06,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0018716248377724787,-0.011540903804668878,0.023081472168654305,-0.026356916266961128
HIST-20120730,2012-07-30,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0003082591962776382,0.01974697129532843,0.0552301597877638,-0.006787940502059664
HIST-20120820,2012-08-20,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.003945776025356951,-0.0002917255016436915,0.02703918168984898,-0.010376311436589014
HIST-20120821,2012-08-21,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.004108667994226156,0.0036685257044863917,0.033015532042586004,-0.0064560093782563
HIST-20120822,2012-08-22,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.008183523245603896,-0.0004383412909072515,0.02776561734647176,-0.010521448234866893
HIST-20120927,2012-09-27,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.008244644814954016,0.0030369913386931735,-0.057564051532070115,-0.057564051532070115
HIST-20121008,2012-10-08,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0159476830495503,-0.017264330067969236,-0.061156057501954075,-0.061156057501954075
HIST-20121019,2012-10-19,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.005176412809468234,-0.005024309436646113,-0.028623647339611424,-0.05557252486700748
HIST-20121022,2012-10-22,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.009542196016221194,-0.016206971560921546,-0.03165682295667871,-0.06043609549758766
HIST-20121026,2012-10-26,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.006120896568387213,0.005662019676635932,0.0026016370306760628,-0.05080346777290723
HIST-20121031,2012-10-31,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.014164657489536658,-0.012009295345967175,0.014780437506286326,-0.04495775296033733
HIST-20121102,2012-11-02,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0065980796359810245,-0.026699169232367148,0.007672122865069131,-0.0481816134830535
HIST-20121114,2012-11-14,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0033739520235269715,0.027153160095870543,0.04932513033953789,-0.0033739520235269715
HIST-20121116,2012-11-16,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.023755958853418635,0.046227971856468875,0.052166909931074645,0.023755958853418635
HIST-20121119,2012-11-19,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.00031360531919810697,0.018501032483135393,0.04343100763682428,0.00031360531919810697
HIST-20121120,2012-11-20,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002037694661929823,0.026959585162264155,0.03855799956849926,0.002037694661929823
HIST-20121126,2012-11-26,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0033754314054834644,0.007517345226588867,0.0038724242107359697,-0.0075176084643033825
HIST-20121217,2012-12-17,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01525594621731896,-0.001793916467648038,0.026279299196003025,-0.021583077950755092
HIST-20130114,2013-01-14,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.004928743195967145,0.003285531506421302,0.011499105451711955,-0.007168617701837743
HIST-20130404,2013-04-04,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.008329664478082255,0.022797568934312507,0.04164881993258418,-0.01841285415129601
HIST-20130423,2013-04-23,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0004326320771805836,0.018286120059936017,0.06940166125815295,-0.0004326320771805836
HIST-20130425,2013-04-25,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0031524032539362867,0.021350115253741198,0.05244264754308303,-0.0031524032539362867
HIST-20130604,2013-06-04,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.013013229520082104,-0.0042464075361927645,-0.014150882896908357,-0.041772120461367024
HIST-20130624,2013-06-24,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0073137932584874665,0.028394823397738023,0.06496464146125946,0.0073137932584874665
HIST-20130626,2013-06-26,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.004233511493084929,0.01636792956858235,0.057852882168231146,0.004233511493084929
HIST-20130701,2013-07-01,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0004186227241382845,0.019244221515551496,0.054664697159944264,0.0004186227241382845
HIST-20130712,2013-07-12,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002257784013780295,-0.009428673710490054,0.015803473969790982,-0.013811278463296106
HIST-20130724,2013-07-24,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006308862999248488,0.01704693641913435,0.01234928555207282,0.006308862999248488
HIST-20130809,2013-08-09,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002353331119955948,-0.013203945786971594,0.017518478613306243,-0.017649484225027434
HIST-20130812,2013-08-12,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.005608395484067552,-0.017216727223792194,0.02008588664839328,-0.019955852615996972
HIST-20130822,2013-08-22,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006696533016755435,-0.002625894776151716,0.040273226746738056,-0.013392954625162101
HIST-20130916,2013-09-16,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006679443183916334,0.01562925401022719,0.02799720462823241,-0.008205846084964552
HIST-20131009,2013-10-09,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.02117435446373106,0.04416697546208326,0.07820227440461824,0.02117435446373106
HIST-20131010,2013-10-10,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.007886847112098305,0.028367640348838208,0.03600030562084067,0.007886847112098305
HIST-20131104,2013-11-04,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0010852547752637776,-0.0062702815848004745,0.02990494559547119,-0.017966837045919948
HIST-20131107,2013-11-07,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.013506774369630659,0.028978419762140106,0.05599196850140142,0.011910550378904539
HIST-20131216,2013-12-16,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0019927118976639235,0.027750134273563987,0.039037838820760395,-0.0019927118976639235
HIST-20131220,2013-12-20,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.010520074535067314,0.010289224059688795,0.02635828890664027,-0.005664902987232434
HIST-20131227,2013-12-27,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0014849675459629452,-0.0137108984400518,-0.019081331938422208,-0.019081331938422208
HIST-20140109,2014-01-09,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.003217923700312708,0.015628641507484886,0.003217923700312708,-0.03137211541732077
HIST-20140227,2014-02-27,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0011054395238689896,0.005970673399773085,-0.0371667246082259,-0.0371667246082259
HIST-20140328,2014-03-28,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.007122188616722092,-0.007811634493007036,-0.006663552626145819,-0.033773896595438724
HIST-20140403,2014-04-03,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.026597422797766668,-0.04091062794930056,-0.013975339591243086,-0.05206812344198697
HIST-20140529,2014-05-29,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.00010975758715381367,0.010843333800445443,0.02509107998437332,-0.0013141543879954254
HIST-20140613,2014-06-13,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.000866453606387374,0.007574911888919678,0.04091790172835119,0.000866453606387374
HIST-20140623,2014-06-23,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.000969441562936102,0.012070515549293281,0.04116844139462339,-0.000969441562936102
HIST-20140728,2014-07-28,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0017566406378515254,-0.014984076423495862,0.02717797576936043,-0.026351163887758378
HIST-20140916,2014-09-16,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.001509546982873644,-0.003672841405831906,-0.06227450968521575,-0.06237549369493178
HIST-20141103,2014-11-03,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.00334339789984317,0.0025563206556955542,0.034709844162476244,-0.00334339789984317
HIST-20141106,2014-11-06,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0008851188380866182,0.011898892654603976,0.036286675210983166,-0.0008851188380866182
HIST-20141110,2014-11-10,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.003138482665536957,0.00931766168733228,0.029423131907435618,0.003138482665536957
HIST-20141125,2014-11-25,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006486128109677525,0.005532423722732771,-0.001443597060612145,-0.046356362609317414
HIST-20150309,2015-03-09,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.018566604414578247,-0.009468963625319793,-0.01556502675513649,-0.02422958607218617
HIST-20150428,2015-04-28,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.006270569529102987,-0.023536906644035516,0.008360533462653974,-0.03026193075046002
HIST-20150528,2015-05-28,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.005961896376142417,-0.010387998545564936,-0.004128359133488413,-0.0243885078074092
HIST-20150605,2015-06-05,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.010155530368792354,-0.005031784600105338,-0.01237215085270671,-0.021633997581565256
HIST-20150618,2015-06-18,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.004943743849703086,-0.003948018037003065,0.0285596112319908,-0.03989633252346236
HIST-20150625,2015-06-25,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.00663657502763737,-0.018636328209757913,0.010000182633205457,-0.03609080162223377
HIST-20150814,2015-08-14,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.00832472385455274,-0.07338739662079519,-0.047597861906703454,-0.11238829809120188
HIST-20151001,2015-10-01,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01751099106393883,0.03746833143099382,0.11367653761335683,0.01751099106393883
HIST-20151005,2015-10-05,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.004739411331763921,0.012227473295030933,0.08635075020940675,-0.004739411331763921
HIST-20151026,2015-10-26,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002038324386416157,0.015595947702081725,0.01151951817463881,-0.02667273635347267
HIST-20151215,2015-12-15,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.014869854352605572,-0.0016791968171117055,-0.07053838279548419,-0.08991894444191506
HIST-20151217,2015-12-17,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.019182560411576843,0.00546536440131562,-0.09750182777240413,-0.09946613699632356
HIST-20151228,2015-12-28,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01572953416826417,-0.02861444385625922,-0.10619373652151642,-0.10619373652151642
HIST-20151229,2015-12-29,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.00901129537496903,-0.05284358270170819,-0.10761164201526718,-0.12003517332950064
HIST-20151230,2015-12-30,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.012448233079552118,-0.07415906247395865,-0.08069229971867364,-0.11203344441402152
HIST-20160129,2016-01-29,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.002689003888889374,-0.0577165015297435,-0.015653469004522136,-0.07500240237684097
HIST-20160308,2016-03-08,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006433186523725931,0.02381160834557705,0.06575398873906191,0.004896592106101494
HIST-20160309,2016-03-09,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.001526772405957666,0.026330705617665817,0.04372809833845048,-0.001526772405957666
HIST-20160310,2016-03-10,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.017485272603546598,0.02732673852254508,0.04455715995870224,0.017485272603546598
HIST-20160314,2016-03-14,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.00037491931603739204,0.013497480779603999,0.02966973030629161,-0.00037491931603739204
HIST-20160315,2016-03-15,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.008909524039383054,0.016981717524660045,0.04322426933868084,0.007481304449811654
HIST-20160317,2016-03-17,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0015671217205379673,0.0005412622621367991,0.0320702860935822,-0.0008583113351543492
HIST-20160322,2016-03-22,強勢反彈／轉折,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.008231439606096735,0.011468802030325298,0.02330723522485667,-0.00934177371248368
HIST-20160331,2016-03-31,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01062297681178559,-0.0010984523173199756,-0.02673971664854935,-0.02673971664854935
HIST-20160503,2016-05-03,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.006431742251449379,0.015132877211424978,0.04369618004040077,-0.006715445415906629
HIST-20160602,2016-06-02,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.004702827642212082,-0.0035272690016521224,-0.024901797076797738,-0.07313980837289547
HIST-20160621,2016-06-21,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0024182926850601083,-0.02827925424161437,0.05525596475054728,-0.049116455365212364
HIST-20160624,2016-06-24,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0198487540013097,0.036340684430439474,0.08984571453076251,-0.0198487540013097
HIST-20160628,2016-06-28,明顯下跌趨勢,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01771021344207635,0.03676087756236157,0.09687945649366414,0.01771021344207635
HIST-20160719,2016-07-19,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.011682970447280061,0.014803995156625893,0.04387758390702445,0.00936394912036298
HIST-20161012,2016-10-12,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.003576827116735015,0.0036621897694424366,0.0019584095652847022,-0.03210712325290466
HIST-20161018,2016-10-18,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-8.462879513093657e-05,0.011284692789169881,-0.013914759220352235,-0.03572040971131685
HIST-20161103,2016-11-03,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0035071766437838603,0.014906054933634616,0.014467488018427677,-0.0035071766437838603
HIST-20161130,2016-11-30,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.017276769883295184,0.0073191146625435355,0.021821162144751494,-0.017276769883295184
HIST-20161209,2016-12-09,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.004519112660736124,0.0037965705902514024,0.02897532246178347,-0.005603369378766709
HIST-20170314,2017-03-14,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0061694586341856095,-0.009216221099127342,0.003301072244602077,-0.009216221099127342
HIST-20170512,2017-05-12,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0031749269529097734,-0.005483113133324058,0.004545412497530821,-0.018254132094712938
HIST-20170524,2017-05-24,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.008513427829704101,0.014737806648680074,0.009323854514709407,-0.008968683278401168
HIST-20170526,2017-05-26,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0008498560129008847,0.015649647404566203,-0.0018201513904425592,-0.01907400975972573
HIST-20170531,2017-05-31,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.003893272818789706,0.015075606039477663,-0.006288461489864283,-0.02041148266222026
HIST-20170607,2017-06-07,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.001046279004792483,-0.02558925050732541,-0.047124990282369716,-0.047823754380854844
HIST-20170627,2017-06-27,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.01441729963386873,-0.0036225001430566506,0.04955424944020281,-0.013329717047947942
HIST-20170818,2017-08-18,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0012739240378670802,0.0052400956016041,0.03284434254987656,-0.0012739240378670802
HIST-20170913,2017-09-13,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.005873568873743906,-0.0051349373274117704,0.013277128653321757,-0.022588396189050286
HIST-20171023,2017-10-23,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0016920649488838535,0.02599170922062255,0.04122105895565742,-0.005279190169997894
HIST-20171116,2017-11-16,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0038177268473499337,0.011129532779917017,0.020124578785030378,-0.011841307047882
HIST-20171129,2017-11-29,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.008384014174540821,-0.0023394710158770593,0.02078379836547728,-0.007474068273758405
HIST-20171229,2017-12-29,橫盤／低波動,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.017527291946118462,0.043593030180999914,0.0830766964008196,0.017527291946118462
HIST-20180110,2018-01-10,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.006844205534451531,0.02244435145354151,-0.05382897992479663,-0.05382897992479663
HIST-20180118,2018-01-18,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.0031357849098807566,0.0152570164693826,-0.00072368752910279,-0.07459900509001338
HIST-20180123,2018-01-23,正常／溫和上漲,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.006489107698252172,-0.004778600510195297,-0.027667983813929986,-0.0947438056507871
HIST-20180312,2018-03-12,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.0136143166081516,-0.038539287656146226,-0.07242931234439076,-0.1052259700669268
HIST-20180327,2018-03-27,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,-0.011504054658875162,0.00414887564448474,-0.0027034093523924385,-0.022441696104139153
HIST-20180402,2018-04-02,高波動／壓力,市場技術與壓力基準,0,0,資料不足,False,False,False,需要歷史多來源事件回補,0.011253195713685216,0.014275575978600408,0.03491759199966804,0.007202041118070657
HIST-20180424,2018-04-24,高波動／壓力,市場技術與壓力基準,0,1,資料不足,False,False,False,需要歷史多來源事件回補,0.001198487771017831,0.027262119013298225,0.0613400724027553,0.001198487771017831
HIST-20180504,2018-05-04,強勢反彈／轉折,市場技術與壓力基準,0,2,資料不足,False,False,False,需要歷史多來源事件回補,0.008309963016082555,0.02784050851520159,0.05719683454518054,0.007278988497275485
HIST-20180508,2018-05-08,正常／溫和上漲,市場技術與壓力基準,0,2,資料不足,False,False,False,需要歷史多來源事件回補,0.01089873164954347,0.010838661120929682,0.05895098835881596,0.008369859282848946
HIST-20180615,2018-06-15,正常／溫和上漲,市場技術與壓力基準,0,2,資料不足,False,False,False,需要歷史多來源事件回補,-0.000577766455797768,-0.007259037749287378,0.014597717263370669,-0.03891245715391245
HIST-20180806,2018-08-06,正常／溫和上漲,市場技術與壓力基準,0,5,部分可用,False,False,False,需要歷史多來源事件回補,0.0036437154019659523,-0.0045267234012453805,0.02600211258910412,-0.010544331619584013
HIST-20180815,2018-08-15,高波動／壓力,市場技術與壓力基準,0,5,部分可用,False,False,False,需要歷史多來源事件回補,0.0032920565396310497,0.010210400834691269,0.02957099707953037,0.0026224295393386665
HIST-20180925,2018-09-25,橫盤／低波動,市場技術與壓力基準,0,5,部分可用,False,False,False,需要歷史多來源事件回補,0.000705869184771668,0.008743203833174285,-0.05903120455314348,-0.07896160811448416
HIST-20181001,2018-10-01,橫盤／低波動,市場技術與壓力基準,0,5,部分可用,False,False,False,需要歷史多來源事件回補,-0.0022558464206258177,-0.03824453413078244,-0.12322074676229999,-0.12322074676229999
HIST-20181011,2018-10-11,高波動／壓力,市場技術與壓力基準,0,5,部分可用,False,False,False,需要歷史多來源事件回補,0.027830137908504637,0.021107975960675818,0.02865558367520582,-0.03755934161273866
HIST-20181102,2018-11-02,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.002479743447277749,0.012634324562054156,0.01741630168032504,-0.06033771140316746
