sample_id,prediction_date,regime_bucket,research_scope,independent_news_source_count,fundamental_ticker_coverage,fundamental_coverage_state,event_evidence_ready,fundamental_evidence_ready,eligible_for_full_kg_backtest,kg_backtest_state,future_return_1d,future_return_5d,future_return_20d,future_max_drawdown_20d
HIST-20221108,2022-11-08,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.023076403708688353,0.07364393020713633,0.040773150262236824,-0.023076403708688353
HIST-20221110,2022-11-10,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01842627282860021,0.00728554496300271,-0.0025111681071714465,-0.007851567951021043
HIST-20221111,2022-11-11,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.008751371297496813,-0.010904145762961726,-0.008264967197262996,-0.025802398740791155
HIST-20221114,2022-11-14,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.013838197484500991,-0.012436967621780592,0.011245927706468928,-0.017201564723084095
HIST-20221116,2022-11-16,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00220710380780631,0.011841502344131838,-0.029953379825920723,-0.029953379825920723
HIST-20221117,2022-11-17,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,3.540141921321016e-05,0.007408322380448418,-0.03707734212720659,-0.03707734212720659
HIST-20221125,2022-11-25,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.014672979586294765,0.01962243245704376,-0.06594131700292039,-0.06803727043652519
HIST-20221129,2022-11-29,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.045585380048577484,0.003956119318196283,-0.07073919173805454,-0.07073919173805454
HIST-20221130,2022-11-30,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.001227411400529066,-0.043734578216858,-0.08958964662788538,-0.11125305881880987
HIST-20221201,2022-12-01,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.003983373155374448,-0.03360365984431246,-0.09125198924220368,-0.11234257965630401
HIST-20221202,2022-12-02,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.016783610461976628,-0.03592565889387622,-0.0937854417912477,-0.10879256789538838
HIST-20221205,2022-12-05,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.020720190715004416,-0.007161471262900898,-0.07392507119418379,-0.0935795603210432
HIST-20221212,2022-12-12,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01074995433726067,-0.0531699013520871,-0.025791714292366374,-0.08704143378487439
HIST-20221214,2022-12-14,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.033576157381884464,-0.04329790808582068,-0.01698827724432661,-0.09000469363465569
HIST-20221219,2022-12-19,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.000778327178406979,-0.022873029347044493,0.020018662766487783,-0.03577361184562711
HIST-20221222,2022-12-22,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.002248967010286318,-0.0017996405621891753,0.08100892407386984,-0.024966277168694706
HIST-20221228,2022-12-28,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02437523122401153,0.0056898168047325726,0.13902330977492405,0.0056898168047325726
HIST-20221229,2022-12-29,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0006007565090623279,0.00885718463292906,0.08943826811950006,-0.018240790922826267
HIST-20230103,2023-01-03,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0047643129259791195,0.0315718888699843,0.13778028443641688,-0.010964642965005655
HIST-20230104,2023-01-04,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.015654373556700407,0.044441967900711976,0.17302626691032108,-0.015654373556700407
HIST-20230105,2023-01-05,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.027601447794135314,0.06678636774413915,0.1705023671360304,0.027601447794135314
HIST-20230106,2023-01-06,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0064733782377897064,0.04527553216878322,0.12942713220863666,0.0064733782377897064
HIST-20230113,2023-01-13,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0020288251666977786,0.028437135181380135,0.08374553600275214,-0.020713966906819148
HIST-20230201,2023-02-01,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.03588974711412307,0.011464650969968737,-0.02429221944855342,-0.032301041467670655
HIST-20230210,2023-02-10,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.016015824738341955,0.004871508166267802,-0.030063636238002456,-0.037203970648547635
HIST-20230315,2023-03-15,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.026360870031742367,0.02563799653929144,0.06936137319919711,0.02150993990117911
HIST-20230321,2023-03-21,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01359811329847449,-0.010375896564448261,0.026970197525963524,-0.01359811329847449
HIST-20230322,2023-03-22,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.011857848023634432,0.021560148432337334,0.03318956244475779,0.0032666368317695316
HIST-20230412,2023-04-12,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01958233191969172,0.01811270349551264,0.038653333268440226,-0.009742992819420926
HIST-20230526,2023-05-26,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004534905357701513,0.018656351112017466,0.045720402834962925,-0.00117696563658376
HIST-20230530,2023-05-30,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.005686085136336061,0.013886407473983287,0.04303121412159072,-0.005686085136336061
HIST-20230719,2023-07-19,正常／溫和上漲,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.02305196232498352,-0.021081287981736696,-0.05992481228433166,-0.05992481228433166
HIST-20230720,2023-07-20,正常／溫和上漲,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.002999141407073802,-0.0003716064028055355,-0.048253697149929664,-0.048253697149929664
HIST-20230815,2023-08-15,明顯下跌趨勢,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.010588944019807478,-0.00829630264865966,0.021259746903578236,-0.02262423078301734
HIST-20230816,2023-08-16,明顯下跌趨勢,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.010923067554619803,0.01812212071061947,0.04062996404284713,-0.012164091648730002
HIST-20230818,2023-08-18,高波動／壓力,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.016111321362445974,0.016446509676113275,0.03648541267568439,0.008628107872373558
HIST-20230822,2023-08-22,正常／溫和上漲,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.015768404675218894,0.03134437834874371,0.0046442350679694044,-0.005944340614494004
HIST-20230922,2023-09-22,橫盤／低波動,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004749460233481884,0.0010055947905200924,-0.009248301434488626,-0.010338013432244497
HIST-20230929,2023-09-29,明顯下跌趨勢,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,0.008345719719342837,0.01794742979785857,-0.036173785863725993,-0.040779228084750985
HIST-20231004,2023-10-04,正常／溫和上漲,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.002946540559878863,0.03188336498241506,-0.007755482984693529,-0.044725482964870666
HIST-20231012,2023-10-12,橫盤／低波動,市場技術與壓力基準,0,6,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0125700198146238,-0.026924034666749086,0.00037833937511311255,-0.07101339551040065
HIST-20231027,2023-10-27,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.011265205571751702,0.06486914471678107,0.12701620071983255,0.011265205571751702
HIST-20231031,2023-10-31,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01735673108285085,0.062216743035458766,0.11098127940267721,0.01735673108285085
HIST-20231114,2023-11-14,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0007524276473347413,0.008148684402265793,0.04777718421474231,-0.0007265984018214322
HIST-20231201,2023-12-01,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.009283537428986355,0.0057187811892316365,0.03504715477873899,-0.012540337277846758
HIST-20240123,2024-01-23,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.005549243989998676,0.004297772035210645,0.005029769199242029,-0.015372597730348714
HIST-20240416,2024-04-16,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.012201404965978435,-0.01398739931123727,0.034400308766095566,-0.03815821912405315
HIST-20240508,2024-05-08,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.002181492512590699,0.02917778697231843,0.052969959470324346,0.002181492512590699
HIST-20240514,2024-05-14,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.015630332201961306,0.0221335450208493,0.06328343434134953,0.010719277876089617
HIST-20240603,2024-06-03,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.002736671210176622,0.02582043731527439,0.07641092206441069,0.002736671210176622
HIST-20240606,2024-06-06,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.000884865559426018,0.02881068936259612,0.07501666913406946,-0.000884865559426018
HIST-20240708,2024-07-08,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0008645994159117709,-0.0023927776434333747,-0.12460282619344354,-0.12460282619344354
HIST-20240729,2024-07-29,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.013731353006751879,-0.06150022834070423,0.02466059663730924,-0.06279369367512866
HIST-20240806,2024-08-06,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01082989710829485,0.05244213095813066,0.0479601410056687,-0.01082989710829485
HIST-20240830,2024-08-30,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.03036082298338627,-0.045793234498647806,0.026216031228837533,-0.05790820685472442
HIST-20240903,2024-09-03,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0025985712565765873,-0.006820924017616248,0.04360304408449589,-0.028409932812425986
HIST-20240905,2024-09-05,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.026787211481678286,0.026418596699375962,0.04604092941759341,-0.026787211481678286
HIST-20241122,2024-11-22,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0015816359271114688,0.0187823071573745,0.03543587774705581,-0.0009688418087661077
HIST-20241125,2024-11-25,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.005369179655339673,0.02029245607371921,0.04781899225955977,-0.0025464501787882954
HIST-20241219,2024-12-19,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.008732582762553509,0.017956334750423242,0.03539107545337927,-0.01609497048343067
HIST-20250113,2025-01-13,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0009494173750556056,0.038056786129749165,0.044366653411392454,-0.0009494173750556056
HIST-20250117,2025-01-17,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.005864924993096654,-0.014432554600054548,0.033790731641260896,-0.014432554600054548
HIST-20250128,2025-01-28,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.0018779996646303143,0.005097596002525018,-0.01389398051438362,-0.016270203344105005
HIST-20250129,2025-01-29,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004262345015831892,0.011558259407665972,-0.0394755390060707,-0.0394755390060707
HIST-20250204,2025-02-04,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004537825332942003,0.006711596667344999,-0.04282415114938698,-0.05514134848153729
HIST-20250311,2025-03-11,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01128084191136014,0.006234031101507886,-0.11645372194311143,-0.11645372194311143
HIST-20250318,2025-03-18,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.013381499761221605,0.041420899256531474,-0.033436612821518996,-0.1219276522682452
HIST-20250327,2025-03-27,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.026327883510824712,-0.0642831018107447,-0.01881159542598887,-0.13612398716967922
HIST-20250417,2025-04-17,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.024746805863100407,0.06408465595591295,0.17430760145444535,-0.024746805863100407
HIST-20250421,2025-04-21,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.026252107185023466,0.09073921641884408,0.20526000446404624,0.026252107185023466
HIST-20250429,2025-04-29,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00012614522465759226,0.01236513710094389,0.09122449505273789,-0.00012614522465759226
HIST-20250501,2025-05-01,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.014843904055049206,0.013722964862495024,0.07770744608778335,-0.0005604695962770911
HIST-20250505,2025-05-05,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.00930174612745227,0.04510938756407912,0.0851356535178538,-0.00930174612745227
HIST-20250506,2025-05-06,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.003925933672668913,0.07099967988001232,0.09837784616640377,0.003925933672668913
HIST-20250507,2025-05-07,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.010324975537034042,0.07320519958318483,0.08584736824219497,0.009662784246008638
HIST-20250509,2025-05-09,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.04074019830254305,0.0687337420577192,0.08756697259342183,0.04074019830254305
HIST-20250512,2025-05-12,強勢反彈／轉折,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.015240629718417997,0.0278824384088725,0.05190509080459127,0.0027370677643550057
HIST-20250520,2025-05-20,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.013896654719940282,-0.002614079041933115,0.016760505704099593,-0.021200522084135365
HIST-20250528,2025-05-28,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.001965668190524017,0.019001538055788192,0.05381171967983733,0.00038560841707813154
HIST-20250714,2025-07-14,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0009167224778718897,0.014311080962891687,0.02991664375044234,-0.004189203404112329
HIST-20250716,2025-07-16,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.008092882106651933,0.01169951294581617,0.04136108853275622,-0.006118825902064917
HIST-20250804,2025-08-04,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.006789473483936326,0.01551145014930011,0.002694523704557028,-0.006789473483936326
HIST-20250805,2025-08-05,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.01258315667750276,0.0353042745712151,0.017491499612608763,0.005372468136819686
HIST-20250819,2025-08-19,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.005937378768955726,0.005849362539495528,0.036396703905324346,-0.010539647217593706
HIST-20250911,2025-09-11,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0044170862602861405,0.019243993326542475,0.04678812297616708,0.0044170862602861405
HIST-20251006,2025-10-06,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.005265670505592235,-0.00937948188818205,0.0401013700541224,-0.029964969451087287
HIST-20251016,2025-10-16,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0065666706927518526,0.017650180035430285,0.014016799903537214,0.0065666706927518526
HIST-20251105,2025-11-05,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.018627265494505663,-0.0035297511316108032,-0.000545571324039984,-0.06034209513737809
HIST-20251118,2025-11-18,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.005970073510543017,0.021096554009672586,0.006875626259324363,-0.017843036016858216
HIST-20251121,2025-11-21,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.025573261083649657,0.045926705384114364,0.05073603776871738,0.01752334435363867
HIST-20251209,2025-12-09,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004095732190410706,-0.021278284769180256,-0.006048386306410247,-0.0394207975500287
HIST-20260102,2026-01-02,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.007942867947986931,0.022067424722065576,0.021235629302228887,-0.008252895343552114
HIST-20260106,2026-01-06,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0009625073552126384,0.004523431283765866,-0.028343623761684422,-0.028343623761684422
HIST-20260123,2026-01-23,橫盤／低波動,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.004400109641689687,-0.0013649211434567654,-0.03422088084718833,-0.04125435594840554
HIST-20260209,2026-02-09,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.004639335369521991,-0.021194248678135463,-0.010662155701014697,-0.023717326097623337
HIST-20260320,2026-03-20,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.011478971108489944,-0.03224856070092874,0.11260955689958574,-0.039645444831546195
HIST-20260324,2026-03-24,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.006575620525403059,-0.01164424518110263,0.12180215905434788,-0.04400829721394628
HIST-20260326,2026-03-26,明顯下跌趨勢,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.019536656388718376,0.01950194102541314,0.15700874965590783,-0.02703070233120053
HIST-20260508,2026-05-08,正常／溫和上漲,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.0028963917525772764,-0.003233762886597935,0.006805154639175193,-0.013638230240549776
HIST-20260605,2026-06-05,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.015615708159669062,0.023090258429180555,0.007303825228862637,-0.01612623669492963
HIST-20260608,2026-06-08,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,-0.01150725833784727,0.03900458494990966,-0.00537399613557632,-0.03125389317984861
HIST-20260617,2026-06-17,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.02506543768170255,-0.007394663113173605,-0.03656120891608339,-0.03656120891608339
HIST-20260624,2026-06-24,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.008105611726665796,0.020475061063500277,-0.026258722344920882,-0.026258722344920882
HIST-20260626,2026-06-26,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.024854210883145544,0.023070808105031704,-0.03453550322643517,-0.03453550322643517
HIST-20260629,2026-06-29,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.017014704222517052,-0.020232604226453454,-0.06710588016329655,-0.06710588016329655
HIST-20260702,2026-07-02,高波動／壓力,市場技術與壓力基準,0,7,完整（官方）,False,True,False,需要歷史多來源事件回補,0.014341891788415717,0.01811680412853245,-0.03160252493353888,-0.0713864676677255
